name,loc,tweet,time,rt,rt_name
 annmarie maclean, Canada, @edflynn @2019CanadaGames @teamnl @NBalpine Good luck!!! Cheering loud and proud from Halifax!!,22-02-2019 23:55,,
,,,,,
 Sandy Cyr," Dartmouth, NS, Canada"," @CBCNS This happens in every municipality, not just Halifax. They have budgets and if they paid every every vehicle ",22-02-2019 23:55,,
,,,,,
 Myers family, Mahone Bay," RT @EcologyAction: In Halifax, healthy eating isn't always easy or affordable. We all have a role to play in shaping the future of food in",22-02-2019 23:55,,
,,,,,
 Natalie Fournier," Halifax, Nova Scotia", Does anyone locally make personalized bumper stickers? #halifax #hrm #Local #shoplocal,22-02-2019 23:54,,
,,,,,
 APTN National News, ," Business is good for a cannabis company in Atlantic Canada.So good, they teamed up with the Mi'kmaw Friendship Ce ",22-02-2019 23:54,,
,,,,,
 Halifax Fire," Halifax, Nova Scotia", RT @MikeSavageHFX: My heart will be in Halifax tomorrow when our community honours the lives of the seven Barho children. The @ummahmasjid,22-02-2019 23:53,,
,,,,,
 K, ," Campaign to help Syrian refugee family who lost 7 children in fire tops $500k, because THIS is who we are and who w ",22-02-2019 23:53,,
,,,,,
 U0001f430The Art of Writing U0001f422," Hamilton, Ontario", RT @InannaPub: March 10! In celebration of #InternationalWomensDay: 'Women and the Power of Words' @WFNS #Halifax featuring authors Dian Da,22-02-2019 23:53,,
,,,,,
 Mark Village, Vancouver," RT @Pacificfccpl: ""Take a look at that!""@_smalltown checks in to spread the word on our @CPLsoccer April 28 home opener vs. @HfxWanderers",22-02-2019 23:53,,
,,,,,
 Brick Books," London, Ontario, Canada", RT @InannaPub: March 10! In celebration of #InternationalWomensDay: 'Women and the Power of Words' @WFNS #Halifax featuring authors Dian Da,22-02-2019 23:52,,
,,,,,
 Henry Forero, Barranquilla," RT @AlejandroChar: Las ciudades de Canadxe1, St John's y Halifax, miembros de @Energy_Cities, visitaron nuestra  #CapitalEnergxe9tica para estr",22-02-2019 23:52,,
,,,,,
 deep shah," Hyderabad, India", asfdvdsfdvxc Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:52,,
,,,,,
 deep shah," Hyderabad, India", fasdxbcdsbcv Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:52,,
,,,,,
 Michael Gillan," Halifax, Nova Scotia", RT @kimfoxrealty: Prime Minister announces up to $86.5 million for Burnside Connector  via @HalifaxToday,22-02-2019 23:52,,
,,,,,
 deep shah," Hyderabad, India", asfdvcdfedbv Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:52,,
,,,,,
 deep shah," Hyderabad, India", asfdcvdsfvb cGo barcelona go. You can win. Halifax is in support with you,22-02-2019 23:52,,
,,,,,
 deep shah," Hyderabad, India", wqrfdbdgfbn Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:52,,
,,,,,
 deep shah," Hyderabad, India", wregfbdngvb Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:52,,
,,,,,
 deep shah," Hyderabad, India", wqedsgefvdc Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:52,,
,,,,,
 deep shah," Hyderabad, India", wafdsfegdbf Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:52,,
,,,,,
 John Mecher, Canada," RT @HRPFraudCop: Hey#Halifax Its that time of year, 778-696-2103 seems to be a popular number for the CRA scam",22-02-2019 23:52,,
,,,,,
 deep shah," Hyderabad, India", dsafwqegsfreb Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:52,,
,,,,,
 deep shah," Hyderabad, India", wafsdvcxdgsvv Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:52,,
,,,,,
 deep shah," Hyderabad, India", fasdbgewfdv  Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:52,,
,,,,,
 deep shah," Hyderabad, India", dsgfdbdf Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:51,,
,,,,,
 deep shah," Hyderabad, India", wqfdegb Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:51,,
,,,,,
 deep shah," Hyderabad, India", wegfre3eghn Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:51,,
,,,,,
 Grayston Unity," Halifax, England", We make no apologies. Normally we ask our wonderful wine suppliers Halifax Wine Company to provide us with just 6 b ,22-02-2019 23:51,,
,,,,,
 Scott Mackay, Ottawa & Sackville, @darrenblois1 @SubwayAtlantic Was there today but am heading to Halifax and then back to Sackville tp spend time with fam.,22-02-2019 23:51,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", qafgsfgrdfvb Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:51,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", qabswtqesvb Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:51,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", ewfsdgrv Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:51,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", asdfewgfvb  Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:51,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", werhegb Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:51,,
,,,,,
 Becky Van Sant, , RT @BankersWatchDog: @SpeakeasyJames .Bank Lobbying SCAMSSame as #SNCLavelin.#Trudeau PAY for PLAY #Scandal.SPREAD the WORD 100X Lar,22-02-2019 23:51,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", sdfvdewvb Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:51,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", wervgffbv  Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:51,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", wefderfv Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:51,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", wergre3wtfgvGo barcelona go. You can win. Halifax is in support with you,22-02-2019 23:51,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", wreadgfv cGo barcelona go. You can win. Halifax is in support with you,22-02-2019 23:50,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", asdvfafdsvbfgdvcGo barcelona go. You can win. Halifax is in support with you,22-02-2019 23:50,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", asfdsvgewfqb vcGo barcelona go. You can win. Halifax is in support with you,22-02-2019 23:50,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", asfdvcxvdfsvb Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:50,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", asdfewbv b Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:50,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", afdsdeffbv Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:50,,
,,,,,
 James Bountrogiannis," GTA, Ontario, Canada", RT @BankersWatchDog: @SpeakeasyJames .Bank Lobbying SCAMSSame as #SNCLavelin.#Trudeau PAY for PLAY #Scandal.SPREAD the WORD 100X Lar,22-02-2019 23:50,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", adwsfvdfesdv cGo barcelona go. You can win. Halifax is in support with you,22-02-2019 23:50,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", fdsvdefbcv  Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:50,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", qwesfgdnhrfbnf Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:50,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", wadsfvbfdefdbv fbv Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:50,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", dasfcdfefvb Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:50,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", sadvc dsvc bvGo barcelona go. You can win. Halifax is in support with you,22-02-2019 23:50,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", dfswqedcvfv Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:50,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", eqwdsfscv b Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:50,,
,,,,,
 George Galligan," Cardiff, Wales", RT @John_V_Sharpe: Here me and my mate @Christi05282780 after the famous Ben Black Halifax game. Ticking the box for SL. Notice who is do,22-02-2019 23:50,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", dsvsfwsv cGo barcelona go. You can win. Halifax is in support with you,22-02-2019 23:50,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", asfdsbdesfdcb bGo barcelona go. You can win. Halifax is in support with you,22-02-2019 23:50,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", wadfgbdefgbn Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:50,,
,,,,,
 Ally, , @AndyFillmoreHFX 100% of sales made tomorrow at Spinco Halifax and Bedford are being donated to the Barho family. ,22-02-2019 23:50,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", dsvbn nfgrfbvnGo barcelona go. You can win. Halifax is in support with you,22-02-2019 23:49,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", sadvfdfvb vGo barcelona go. You can win. Halifax is in support with you,22-02-2019 23:49,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", dsavb cfdvb fv Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:49,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", sadvbfgdvb nGo barcelona go. You can win. Halifax is in support with you,22-02-2019 23:49,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", fabfdnggrfbn  Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:49,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", sadvxcbdffv cnGo barcelona go. You can win. Halifax is in support with you,22-02-2019 23:49,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", asdvbfsdfvc bGo barcelona go. You can win. Halifax is in support with you,22-02-2019 23:49,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", vasdfdvb  Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:49,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", sfadvbfdvb Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:49,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", sdvfsdvfbf Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:49,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", sadfavx cvvdc Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:49,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", asdfvdscvdsvc Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:49,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", sdvc xdvbc  Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:49,,
,,,,,
 Harsh Pamnani," Halifax, Nova Scotia U0001f603", dsfcvdffvbf Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:49,,
,,,,,
 deep shah," Hyderabad, India", dsfvbgfdvbfv Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:49,,
,,,,,
 deep shah," Hyderabad, India", ewrghtrfbn n Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:49,,
,,,,,
 Creme Egg Greg, Canada," RT @CTVAtlantic: The funeral for the seven Barho children will be held tomorrow afternoon, with an open invitation to the community that ha",22-02-2019 23:49,,
,,,,,
 deep shah," Hyderabad, India", sdawqdfsvfdv v Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:49,,
,,,,,
 deep shah," Hyderabad, India", dsfvcfdsvbfdvb Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:49,,
,,,,,
 deep shah," Hyderabad, India", wedvbfdvbfdv Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:49,,
,,,,,
 deep shah," Hyderabad, India", 23gftrefvbfdcv Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:49,,
,,,,,
 spc, , #bsbuffalo All the way from Halifax N.S ,22-02-2019 23:48,,
,,,,,
 deep shah," Hyderabad, India", 3r2gefbgrfbg v Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:48,,
,,,,,
 deep shah," Hyderabad, India", 3124htrtgfb b Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:48,,
,,,,,
 deep shah," Hyderabad, India", gt3r2ff gbvf Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:48,,
,,,,,
 deep shah," Hyderabad, India", 4r3grfecv Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:48,,
,,,,,
 deep shah," Hyderabad, India", dfvcdsfcvbfv Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:48,,
,,,,,
 deep shah," Hyderabad, India", fddvbfdvbfv Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:47,,
,,,,,
 deep shah," Hyderabad, India", rghdtrghngfb Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:47,,
,,,,,
 deep shah," Hyderabad, India", regfretregfrevb Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:47,,
,,,,,
 Alex Miller, West Yorkshire, RT @_Bands_FC: Halifax ,22-02-2019 23:47,,
,,,,,
 deep shah," Hyderabad, India", 3rtrehtgctegbeegrb Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:47,,
,,,,,
 mcmaxe, , RT @CTVAtlantic: Plan to bring grieving mother's relatives to Halifax 'moving quickly'. With EXCLUSIVE video report by @HeidiPCTV that incl,22-02-2019 23:47,,
,,,,,
 deep shah," Hyderabad, India", 2413ht bvg tbgrvbb Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:47,,
,,,,,
 deep shah," Hyderabad, India", 532gtrh vg nbgv Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:47,,
,,,,,
 deep shah," Hyderabad, India", 12c4y3h yb hg bgGo barcelona go. You can win. Halifax is in support with you,22-02-2019 23:47,,
,,,,,
 deep shah," Hyderabad, India", 432t4tgr gb Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:47,,
,,,,,
 deep shah," Hyderabad, India", c54yvy4 3htbv Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:47,,
,,,,,
 deep shah," Hyderabad, India", 3c5fgby 53grebb Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:47,,
,,,,,
 #WHITMAN2020," Halifax, Nova Scotia", Thanks @halifaxchamber  Each year the Chamber produces a Municipal Pre-Budget Submission that outlines members conc ,22-02-2019 23:47,,
,,,,,
 deep shah," Hyderabad, India", 34v  Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:47,,
,,,,,
 deep shah," Hyderabad, India", 14   2522 Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:47,,
,,,,,
 Virgin Radio Halifax, 1-902-420-1013," RT @swtbbt: Weeeee!!!! Halifax u know a bop when u hear one, huh? U0001f60f ",22-02-2019 23:47,,
,,,,,
 deep shah," Hyderabad, India", 123 12Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:47,,
,,,,,
 deep shah," Hyderabad, India", 2141 Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:47,,
,,,,,
 deep shah," Hyderabad, India", Go barcelona go. You can win. Halifax is in support with you,22-02-2019 23:47,,
,,,,,
 T. Thomason," Halifax, Nova Scotia"," Weeeee!!!! Halifax u know a bop when u hear one, huh? U0001f60f ",22-02-2019 23:46,".@BradHFX: THIS is how you get the weekend started, with a #Top6at6 like this!. @swtbbt . @CalvinHarris ",22-02-2019 22:17
,,,,,
 Joel Taelman, near the water., @Halifax that's why you don't drop the Mutant!#redzonedeath #pubg ,22-02-2019 23:46,,
,,,,,
 Darren Blois," Moncton, New Brunswick", Bravo to the federal govt for doing the right thing quickly. - Plan to bring grieving mother's relatives to Halifax ,22-02-2019 23:45,,
,,,,,
 Innovative," Wolfville, Nova Scotia", A moment of silence in Nova Scotia.  #teddybear #teddy #halifax #BarhoFamily #novascotia @CTVAtlantic ,22-02-2019 23:45,,
,,,,,
 WatchingYourHome, HALIFAX," Derrick's #mushrooms all around #novascotia @ Halifax, Nova Scotia ",22-02-2019 23:44,,
,,,,,
 Kath Sherlock," West Yorkshire, England", Thank you to #HalifaxLightOperaSocietyJuniors for a fantastic performance of #Oklahoma @TheSquareChapel @halifax U0001f31fU0001f31fU0001f31f,22-02-2019 23:44,,
,,,,,
 TMJ-NSC Health Jobs, Nova Scotia," Interested in a job in #Halifax, NS? This could be a great fit:  #Healthcare",22-02-2019 23:44,,
,,,,,
 Sean MacDougall, K'jipuktuk/Halifax, Hey Halifax business owners!!!! I'm doing research for an entrepreneurship class @CometoNSCC . If you can spare a c ,22-02-2019 23:43,,
,,,,,
 Mike Smit, , RT @MERIDIAN_CFI: Are you a front-end developer with experience in visualization that is looking for a summer job in Halifax? We are hiring,22-02-2019 23:42,,
,,,,,
 CanadianBankingVictims.FightBack, Canada, @SpeakeasyJames .Bank Lobbying SCAMSSame as #SNCLavelin.#Trudeau PAY for PLAY #Scandal.SPREAD the WORD 100X ,22-02-2019 23:42,,
,,,,,
 Cara Waterfall," San Ramon, Costa Rica", RT @croonjuice: Who are the poets who live in Halifax? I wanna organize a reading in Hali.,22-02-2019 23:41,,
,,,,,
 Sandra U0001f478U0001f3ff, ," RT @themanndp: Super excited to see @Cousens23 commit to @MSVU_Halifax Great family, player and most importantly person. Best of luck from",22-02-2019 23:41,,
,,,,,
 Cailin O'Neil," Halifax, Nova Scotia, Canada", I got a massage at Mend RX this week on Strawberry Hill and it was so great! Anyone in #Halifax looking for recomme ,22-02-2019 23:40,,
,,,,,
 We Are Birmingham," Birmingham, England", RT @IFALatest: This weekend's IFA Fixtures (so far):Burton Albion v Birmingham CityBury A v Man UnitedBury B v RochdaleHalifax v Chest,22-02-2019 23:39,,
,,,,,
 Moose Country, Halifax," Game photos: Mooseheads vs. Titan Feb 11, 2019 U0001f3d2 See full album on AMH Photography Facebook page #Halifax ",22-02-2019 23:39,,
,,,,,
 Nicolxe1s Duarte Serrano," Bucaramanga, Colombia"," RT @AlejandroChar: Las ciudades de Canadxe1, St John's y Halifax, miembros de @Energy_Cities, visitaron nuestra  #CapitalEnergxe9tica para estr",22-02-2019 23:39,,
,,,,,
 tab, bisexual || she/her, the plot of Mamma Mia except where I Donna and Halifax/soccer boy is Sam bc I kNOW if he proposed to me after not ,22-02-2019 23:39,,
,,,,,
 Chrismon_B, , #PublicHealthSocialWork My #EasternNC travels this week blessed me with visits to Halifax and Wilson Counties! I lo ,22-02-2019 23:38,,
,,,,,
 Dean, , RT @annofarabia: Been to a Brexit Question Time in Halifax tonight. Nicky Morgan was surprisingly good. I told her afterwards that she had,22-02-2019 23:38,,
,,,,,
 TMJ-FLD Nursing Jobs," Daytona Beach, FL"," Interested in a job in #DaytonaBeach, FL? This could be a great fit. Click the link in our bio to apply: Registered ",22-02-2019 23:38,,
,,,,,
 NyU0001f9daU0001f3fe, U0001f47b: anyaaa22, RT @HCPSDistrict: Halifax County High School Varsity Boys Basketball will host the 5D Regional Championship Game tomorrow night 2/23/19 @ 7,22-02-2019 23:38,,
,,,,,
 Nita B," Halifax, NS"," RT @NationalDefence: #DND is looking for Clerical and Administrative professionals to support the Royal Canadian Navy in Halifax, Nova Scot",22-02-2019 23:38,,
,,,,,
 Kris Abbott, ," @tyleryaremchuk Called U of A for two years at the CIS Championship in Halifax (2015/2016). Ian Herbers is a huge, huge man.",22-02-2019 23:38,,
,,,,,
 Sandra Jeffs," Oregon, USA"," RT @abuse_journals: After Wilson-Raybould cartoon, Halifax artist says he'll stop drawing women in violent situations | CBC News ",22-02-2019 23:37,,
,,,,,
 Lori MacDonald," Beaver Bank, Nova Scotia", @SavvyReader @angiecthomas But not Halifax U0001f623U0001f622U0001f62dU0001f622U0001f62dU0001f622U0001f62d,22-02-2019 23:36,,
,,,,,
 AMH Photography," Halifax, Nova Scotia", Samuel Asselin and Joel Bishop celebrating a win U0001f389#halifax #mooseheads #qmjhl #chl #ccm #icehockey ,22-02-2019 23:35,,
,,,,,
 Xawndy, , RT @NS_Clumsy: @PEI_Fyore halifax melee players are a different breed of lazy,22-02-2019 23:35,,
,,,,,
 Ecology Action Centre," Nova Scotia, Canada"," In Halifax, healthy eating isn't always easy or affordable. We all have a role to play in shaping the future of foo ",22-02-2019 23:35,,
,,,,,
 David Gregory, United Kingdom, RT @annofarabia: Been to a Brexit Question Time in Halifax tonight. Nicky Morgan was surprisingly good. I told her afterwards that she had,22-02-2019 23:34,,
,,,,,
 Platypus Affiliated Society, Posts are not endorsments," The Platypus Affiliated Society has chapters in Athens, Berkeley, Berlin, Boston, Cincinnati, Chicago, Corvallis, F ",22-02-2019 23:34,,
,,,,,
 Canada's Magic, ," RT @magicinfo_ca: Added @GregoryWilson magic lecture coming on Tuesday, February 26 to Halifax to ",22-02-2019 23:34,,
,,,,,
 Halifax Jobs," Halifax, Nova Scotia"," Legal Assistant (Corporate): Stewart McKelvey LLP (Halifax, NS): ""provide high quality legal administrative support ",22-02-2019 23:34,,
,,,,,
 Jas, Canada, Thank you YouTubers.. When Our city of Halifax suffered a horrible loss this week.. As 7 sweet children lost their ,22-02-2019 23:34,,
,,,,,
 Robert Winfield, Leeds , RT @annofarabia: Been to a Brexit Question Time in Halifax tonight. Nicky Morgan was surprisingly good. I told her afterwards that she had,22-02-2019 23:34,,
,,,,,
 Dave O'Neill," Halifax, Nova Scotia"," In house made Pork, lamb, and beef sausages at the Halifax Convention Centre #cheflife #foodporn #chacuterie @ Hali ",22-02-2019 23:33,,
,,,,,
 Reiko Rusnak," Halifax, Nova Scotia", RT @KillamTweets: Join our growing company.  We are looking for an energetic and results oriented Leasing Representative to join our Dartmo,22-02-2019 23:33,,
,,,,,
 Danny Glassell, , @CBennett180 @HalifaxRLFCFAX1 @FevRovers @jmidandsons @Jackbussey @Halifax_RLFC @Betfred @turner_calum @hardylion4 ,22-02-2019 23:33,,
,,,,,
 CTV Atlantic," Maritime Provinces, Canada", Plan to bring grieving mother's relatives to Halifax 'moving quickly'. With EXCLUSIVE video report by @HeidiPCTV th ,22-02-2019 23:32,,
,,,,,
 Lady Ann, , Been to a Brexit Question Time in Halifax tonight. Nicky Morgan was surprisingly good. I told her afterwards that s ,22-02-2019 23:31,,
,,,,,
 U0001f1eeU0001f1f3, , RT @DanSportsHead: The Halifax County Blue Comets are headed to the 5A state tournament!! Blue Comets beat North Stafford 78-72 tonight to,22-02-2019 23:31,,
,,,,,
 Angela Rivizzigno," Montrxe9al, Quxe9bec", RT @LP_LaPresse: Halifax: les funxe9railles pour les sept victimes cxe9lxe9brxe9es samedi  ,22-02-2019 23:31,,
,,,,,
 Meghan, K'jipuktuk / Halifax, RT @emilymillerHFX: Does anyone have #'s of surface area parking lots and/or vacant land on the Halifax Penninsula? Doing some research for,22-02-2019 23:30,,
,,,,,
 Manal Osman," Halifax,Nova Scotia,U0001f1e8U0001f1e6"," RT @CTVAtlantic: The funeral for the seven Barho children will be held tomorrow afternoon, with an open invitation to the community that ha",22-02-2019 23:30,,
,,,,,
 Pierre Hxe9neault, , Tragxe9die d'Halifax: Ottawa envisage d les frxe8res de la mxe8re en deuil de ses enfants | JDM ,22-02-2019 23:30,,
,,,,,
 Brenda Kielbratowski," Halifax, Nova Scotia", Real Estate Stats for Halifax NS  via @YouTube,22-02-2019 23:30,,
,,,,,
 kmcmullen, , RT @MikeSavageHFX: My heart will be in Halifax tomorrow when our community honours the lives of the seven Barho children. The @ummahmasjid,22-02-2019 23:29,,
,,,,,
 swish.davo #GTFTO #STOPBREXIT," leeds, united kingdom", RT @PhillWatson1970: @christychrist @Rowland72James @hill_hillbill @nlholdem @johnmcdonnellMP @jeremycorbyn Appeasement is easy because you,22-02-2019 23:29,,
,,,,,
 WX Halifax," Halifax, NS, Canada", Fri 19:25: Tonight: Partly cloudy. 30 percent chance of flurries this evening. Wind northwest 20 km/h becoming ligh ,22-02-2019 23:29,,
,,,,,
 Logan Campbell," Sydney, NS, Cape Breton"," RT @HHBridges: #MacKayBridge - Dartmouth to Halifax (Activity): Traffic conditions, Dartmouth bound light volumes, Halifax bound light volu",22-02-2019 23:29,,
,,,,,
 Lord Snoutintrough #FBPE, REMOANSHIRE England UK, RT @PhillWatson1970: @christychrist @Rowland72James @hill_hillbill @nlholdem @johnmcdonnellMP @jeremycorbyn Appeasement is easy because you,22-02-2019 23:28,,
,,,,,
 Even Cool, Canada," @BransfieldRob We will visit again one day, want to see Halifax, Lunenberg,  Peggy's Cove.",22-02-2019 23:28,,
,,,,,
 Halifax Jobs," Halifax, Nova Scotia"," Athletics - Social Media for the 2019/20 season -xa0March 1: University of King's College (Halifax, NS): ""begins imme ",22-02-2019 23:28,,
,,,,,
 Paul Knox," Toronto, Ontario, Canada"," @Angus2442 @alex_mckeen @AaronWherry @caj @jsource And CTV, Global audiences? News websites reach? Jobs on those s ",22-02-2019 23:28,,
,,,,,
 Jay U0001f339, , Halifax U0001f914,22-02-2019 23:28,,
,,,,,
 Natasha Pace, ," RT @CTVAtlantic: The funeral for the seven Barho children will be held tomorrow afternoon, with an open invitation to the community that ha",22-02-2019 23:27,,
,,,,,
 Brian Lambie, Mississaugan, What a week! Nice to be rounding it off with @heservescities in Halifax. What could go wrong? ,22-02-2019 23:27,,
,,,,,
 Michelle Lapointe, ," RT @PaulTanguay4: La famille Barho, dxe9cimxe9e par un incendie, xab une famille heureuse xbb  J que les crxe9tins qui",22-02-2019 23:26,,
,,,,,
cbc back in the Halifax Studios after Reporting Live from the Pictou Pulp Mill last ,22-02-2019 22:11,,,,
,,,,,
 Hfxwanderers2019," Halifax, Nova Scotia", Welcome @ONEOKODAI to Halifax @Privateers1882,22-02-2019 22:10,,
,,,,,
 Catherine Black," Moncton, New Brunswick", RT @Skills_Canada: #SCNC2019 by the numbers: 44 trade and technology areas areas50+ Try-A-Trade and Technology activities550+ competitor,22-02-2019 22:10,,
,,,,,
 BIG TUNA U0001f41f," Nova Scotia, Canada", RT @965breeze: Today's Chronicle Herald cartoon by Michael de Adder  U0001f614 @chronicleherald #Halifax #HalifaxFire ,22-02-2019 22:10,,
,,,,,
 Cajeek, , RT @AndyFillmoreHFX: Lots of businesses in #Halifax are donating profits to the Barho family this week.Here is a THREAD of the ones I kno,22-02-2019 22:10,,
,,,,,
 Uli Reininghaus," Mannheim, Germany"," RT @RudolfUher: Here is an opportunity for a career-starter job with the amazing @ProjectFORBOW team, interviewing and testing participants",22-02-2019 22:09,,
,,,,,
 WX Halifax," Halifax, NS, Canada", Fri 18:00: Temp -3.6 C; Windchill -9; Wind NW 18 km/h; Humidity 59%; Press 102.2 kPa / rising.,22-02-2019 22:09,,
,,,,,
 Dalhousie OT," Halifax, Nova Scotia", RT @kylierpeacock: We're hiring! We need an amazing research assistant to join our team at @Dal_OT at #DalhousieU! A great opportunity if y,22-02-2019 22:08,,
,,,,,
 Justin Bell, Seattle, RT @Pacificfccpl: Save the date! We're officially kicking off the #CanPL season versus @HfxWanderersFC!Release:  |,22-02-2019 22:08,,
,,,,,
