name,loc,tweet,time,rt,rt_name
 Hot Country 103.5!," Halifax, Nova Scotia, Canada", RT @drewgregory_: Always great seeing this fella! Thanks @DJCRUISE1035 for having us in at @HotCountry1035 in Halifax today! #BetterInABar,2019-02-25 20:31:28,,
,,,,,
 Angie Cominella," Nevada, USA", RT @CBCCanada: Halifax funeral for 7 children lost in fire open to public   ,2019-02-25 20:31:13,,
,,,,,
 WX Halifax," Halifax, NS, Canada", Mon 16:25: Light Snowshower; Temp 0.9 C; Wind W 28 km/h gust 39 km/h; Humidity 78%; Press 98.6 kPa  rising. ,2019-02-25 20:31:10,,
,,,,,
 Rasta ," Halifax, Nova Scotia", RT @hfxtraffic: Word of an MVA on the Macdonald Bridge Halifax bound.  Expect delays in the area #hfxtraffic,2019-02-25 20:30:58,,
,,,,,
 paula ritchie," Winnipeg, Manitoba"," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 20:30:48,,
,,,,,
 Angie Cominella," Nevada, USA"," RT @Brett_CBC: The largest funeral Halifax has seen in recent memory. 1,800 chairs here. Remembering:- Ahmed- Rola- Mohamad- Ola- Hal",2019-02-25 20:30:42,,
,,,,,
 Garry Levere, Ottawa, I late leaving on @AirCanada to Halifax but at least I got to live the Mark Stone thing in real time U0001f621U0001f621U0001f621...althou ,2019-02-25 20:30:42,,
,,,,,
 Larry Fisher," Kelowna, B.C., Canada", RT @Reganrant: Interesting 2019 Memorial Cup ticket packages in Halifax. Two game packages at 90$ plus service charges (45$ per game) which,2019-02-25 20:30:31,,
,,,,,
 David hedley, Leeds england, Hair cuts and beard cuts by a team member of homeless Leeds supports Halifax street kitchen for the homeless ,2019-02-25 20:30:00,,
,,,,,
 Halifax Courier," Halifax, West Yorkshire, UK", A number of tributes have been shared on social media to a nine-year-old Halifax girl with a 'perfect smile'. ,2019-02-25 20:30:00,,
,,,,,
 IHPME," Toronto, Ontario", RT @picardonhealth: Number of people without a family doctor who showed up to a Halifax-area ER more than tripled in five years ,2019-02-25 20:29:59,,
,,,,,
 Angie Cominella," Nevada, USA", RT @Brett_CBC: The family has asked for emergency staff to be part of today ceremony. Representatives from Halifax fire &amp; police services,2019-02-25 20:29:53,,
,,,,,
 RAK, Hockey Hell, RT @Reganrant: Interesting 2019 Memorial Cup ticket packages in Halifax. Two game packages at 90$ plus service charges (45$ per game) which,2019-02-25 20:29:34,,
,,,,,
 Heather E. MacDonald," Halifax, NS", @hfxtraffic flashing light on MacDonald. Bridge backed up to Halifax @Mainstreethfx,2019-02-25 20:29:31,,
,,,,,
 Angie Cominella," Nevada, USA", RT @NatashaPace: Halifax Regional Police &amp; Halifax fire have just arrived at the Cunard Centre to take part in today funeral for the #Bar,2019-02-25 20:29:31,,
,,,,,
 Joanne Roberge, Halifax NS," RT @SM_Law: Congratulations to all those who participated in the #FoxMoot last weekend, including the winners from @UTLaw! Halifax partner",2019-02-25 20:29:29,,
,,,,,
 patrick callaghan, canada, RT @CBCAlerts: BREAKING: Halifax MP Andy Fillmore says 'several family members' of Syrian refugee parents who lost their 7 children in a ho,2019-02-25 20:29:28,,
,,,,,
 Narcity Canada, Canada," 1,800 people attended the funeral this past weekend. #canada ",2019-02-25 20:29:09,,
,,,,,
 Wendy (boat comes in), ," @itvMLshow @MartinSLewis I put in a ppi claim for my Halifax mortgage, I was then told that it was never compulsory ",2019-02-25 20:29:06,,
,,,,,
 Visual Culture," Leeds, England", RT @BBC_ARoadshow: It's Halifax not Venice! #AntiquesRoadshow comes from the stunningly beautiful @ThePieceHall in #Yorkshire next Sunday #,2019-02-25 20:29:01,,
,,,,,
 Lucas Punkari," Prince Albert, Saskatchewan", RT @Reganrant: Interesting 2019 Memorial Cup ticket packages in Halifax. Two game packages at 90$ plus service charges (45$ per game) which,2019-02-25 20:28:49,,
,,,,,
 Rachael, UK," Credit cards from about 10 years ago, but no paperwork. Egg, Halifax, Morgan Stanley, Barcleycard. What can I do?! #ppi #MartinLewis",2019-02-25 20:28:33,,
,,,,,
 Regan Bartel, Kelowna , Interesting 2019 Memorial Cup ticket packages in Halifax. Two game packages at 90$ plus service charges (45$ per ga ,2019-02-25 20:28:33,,
,,,,,
 Angie Cominella," Nevada, USA", RT @Brett_CBC: Seven children dead. A father in a medically-induced coma. A mother who fled Syria with her family... now destroyed. This he,2019-02-25 20:28:31,,
,,,,,
 Jennifer Gosnell," Toronto, Ontario", RT @CBCTheNational: Relatives arriving in Canada today to support refugee parents whose 7 children died in Halifax fire ,2019-02-25 20:28:26,,
,,,,,
 Drew Gregory, Standard AB, Always great seeing this fella! Thanks @DJCRUISE1035 for having us in at @HotCountry1035 in Halifax today! ,2019-02-25 20:28:15,,
,,,,,
 Angie Cominella," Nevada, USA"," RT @geoffregan: After this unimaginable tragedy, our community has come together to support each other after the loss of these 7 children:",2019-02-25 20:27:56,,
,,,,,
 Ph0bes, Arizona, RT @hambinooo: Team Killing With Kindness making their worldwide debut in @TwitchEsports COD Blackout Rivals 02/27/19 at 2:15 EST Let's d,2019-02-25 20:27:55,,
,,,,,
 media hobbit," Nova Scotia, Canada", A literal #ChamberOfSecrets has been discovered in #Halifax ,2019-02-25 20:27:42,,
,,,,,
 Angie Cominella," Nevada, USA"," RT @CanadaMoments: Friends, family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children",2019-02-25 20:27:37,,
,,,,,
 annie Laing, canada, RT @CBCNews: Archaeologist says the large chamber underneath Province House in Halifax isn't mentioned in any records or maps. ,2019-02-25 20:27:32,,
,,,,,
 Lisa Jay, Hamsterdam, RT @CBCTheNational: Relatives arriving in Canada today to support refugee parents whose 7 children died in Halifax fire ,2019-02-25 20:27:23,,
,,,,,
 Reg Curren, Calgary, RT @North_Nova: Very proud to be Canadian...Barho relatives arriving in Canada today to support grieving parents after seven children die,2019-02-25 20:27:15,,
,,,,,
 MM, , RT @BBC_ARoadshow: It's Halifax not Venice! #AntiquesRoadshow comes from the stunningly beautiful @ThePieceHall in #Yorkshire next Sunday #,2019-02-25 20:27:06,,
,,,,,
 Halifax Health Jobs," Daytona Beach, Florida"," Join the Halifax Health team! See our latest job opening here:  #PortOrange, FL",2019-02-25 20:27:05,,
,,,,,
 Tree," Ontario, Canada", RT @CBCAlerts: BREAKING: Halifax MP Andy Fillmore says 'several family members' of Syrian refugee parents who lost their 7 children in a ho,2019-02-25 20:26:55,,
,,,,,
 Cynthia Goodridge," Port Dover, Ontario", RT @CBCTheNational: Relatives arriving in Canada today to support refugee parents whose 7 children died in Halifax fire ,2019-02-25 20:26:26,,
,,,,,
 Halifax_Groove, , @Stapinator @ShiDavidi The DL.,2019-02-25 20:25:59,,
,,,,,
 Hana Mia," Toronto, Ontario"," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 20:25:36,,
,,,,,
 Brian Wagner," Victoria, British Columbia"," RT @halifaxchamber: The 2019 Business Leader of the Year Bronze Winner at the Halifax Business Awards, Myrna Gillis, CEO, Aqualitas is join",2019-02-25 20:25:25,,
,,,,,
 karen munro, On the border., RT @CBCTheNational: Relatives arriving in Canada today to support refugee parents whose 7 children died in Halifax fire ,2019-02-25 20:25:16,,
,,,,,
 KSP_Libs, Kildonan-St. Paul Winnipeg MB, RT @NewsroomGC: Minister of International Trade Diversification to discuss how trade agreements open up important markets for Canadian busi,2019-02-25 20:25:07,,
,,,,,
 Advocis, Canada," RT @NSAdvocis: Have you heard about our upcoming curling event in #halifax It will be held April 10th, 10-4 at the Mayfield Curling Club",2019-02-25 20:25:01,,
,,,,,
 tricia, leeds, RT @RSPCA_official: APPEAL FOR INFO: Three bald puppies were dumped at West Mount Vets in #Halifax at 5.30pm on 07/02/19 by a man in a hood,2019-02-25 20:24:19,,
,,,,,
 CBC News: The National, , Relatives arriving in Canada today to support refugee parents whose 7 children died in Halifax fire ,2019-02-25 20:24:04,,
,,,,,
 Curve Music," Toronto, Ontario"," RT @wendyphillipspr: After their sold out 'Hanging On' album release show in 2018, fun-loving &amp; energetic #folk #rock #country #bluegrass,",2019-02-25 20:23:44,,
,,,,,
 Kirk Furlotte," Halifax, Nova Scotia, Canada"," Two weeks from now, this free workshop (Uncovering the Layers: Building Awareness and Capacity to Support People Ex ",2019-02-25 20:23:42,,
,,,,,
 Halifax Jobs," Halifax, Nova Scotia"," Inbound Sales Consultant:  Group, Inc. (Halifax, NS): ""looking for enthusiastic Inbound Sale ",2019-02-25 20:23:40,,
,,,,,
 HalifaxHipster U0001f1ecU0001f1e7 PR," Halifax, England", RT @BBC_ARoadshow: It's Halifax not Venice! #AntiquesRoadshow comes from the stunningly beautiful @ThePieceHall in #Yorkshire next Sunday #,2019-02-25 20:22:55,,
,,,,,
" Not Funny, Like At All"," Berwick, Nova Scotia", RT @katieyingram: Interested in some of #Halifax's best literary sites? I did a roundup for @twuc's #Write magazine. Featuring places like,2019-02-25 20:22:24,,
,,,,,
 Sean Dewitt," Dartmouth, NS", RT @hfxtraffic: Word of an MVA on the Macdonald Bridge Halifax bound.  Expect delays in the area #hfxtraffic,2019-02-25 20:22:15,,
,,,,,
 U of Toronto Law," Toronto, Canada"," RT @SM_Law: Congratulations to all those who participated in the #FoxMoot last weekend, including the winners from @UTLaw! Halifax partner",2019-02-25 20:22:10,,
,,,,,
 Halifax Traffic, Halifax Nova Scotia, Word of an MVA on the Macdonald Bridge Halifax bound.  Expect delays in the area #hfxtraffic,2019-02-25 20:22:01,,
,,,,,
 Fats_McClure, Parts Unknown," @Halifax A selfie with a ""bad-ass"" snow blower is one of the most Canadian things I can think of. If you somehow ma ",2019-02-25 20:21:54,,
,,,,,
 Carla, , RT @katieyingram: Interested in some of #Halifax's best literary sites? I did a roundup for @twuc's #Write magazine. Featuring places like,2019-02-25 20:21:50,,
,,,,,
 Mario Elia," London, ON", RT @picardonhealth: Number of people without a family doctor who showed up to a Halifax-area ER more than tripled in five years ,2019-02-25 20:21:07,,
,,,,,
 Robert J. Graham, , Relatives arriving in Canada today to support refugee parents whose 7 children died in Halifax fire | CBC News ,2019-02-25 20:20:11,,
,,,,,
 Chris Halef," Halifax, Nova Scotia", Suspect charged in Dartmouth pedestrian fatality released on conditions  via @HalifaxToday #Halifax,2019-02-25 20:19:51,,
,,,,,
 S. P., on the darkside. , RT @BigJMcC: Two #DartmouthNS @NSNDP MLAs are sounding the alarm about what they say is a crisis brewing in their community due to a family,2019-02-25 20:19:39,,
,,,,,
 @Patsy1t1," Halifax, N. S,"," Patsy1t1 Go Basketball Canada Go. Halifax, NS, CANU0001f600",2019-02-25 20:19:37,,
,,,,,
 Tim Bruce," York, England", @jigsawuk @EssexHebridean Very welcome - I started colouring one of my Dad under the wing of a Halifax in Gibral ,2019-02-25 20:19:35,,
,,,,,
 CanadianMuslimForum," Montreal, Canada", RT @MajzoubSamer: Very #human #Canadian move by the Federal government in response to the Halifax tragic fire  that led to the lost of 7 si,2019-02-25 20:19:31,,
,,,,,
 Sheila Mc," Liverpool, England.", RT @RSPCA_official: APPEAL FOR INFO: Three bald puppies were dumped at West Mount Vets in #Halifax at 5.30pm on 07/02/19 by a man in a hood,2019-02-25 20:19:25,,
,,,,,
 Halifax Jobs," Halifax, Nova Scotia"," Reprxe9sentant vente au dxe9tail, Halifax - Bell: Bell Canada (Halifax, NS): ""de demande: 229816 Bell ne se contente pa ",2019-02-25 20:18:43,,
,,,,,
 Al, United Kingdom," Hi, I had a mortgage from Halifax who insisted that I took a mortgage protection policy with them even though my pe ",2019-02-25 20:18:37,,
,,,,,
 Spring Garden Area, Halifax, RT @YFMHalifax: Start your week off on a good note with a few after work cocktails or beer at Your Father's Moustache.#YFM #yourfathersmo,2019-02-25 20:18:31,,
,,,,,
 Nora Valentino," from Minto, NB "," RT @globalhalifax: Matthew Gerald Kennedy was released on $1,500 bond and is required to stay at a residence in Bedford when not attending",2019-02-25 20:17:07,,
,,,,,
 Nova Scotia Business Inc.," Nova Scotia, Canada", #NSBusinesses are looking forward to the #CPTPP Seminar with the Honourable @jimcarr_wpg tomorrow in Halifax as he ,2019-02-25 20:17:03,,
,,,,,
 Chapel A Today, Chapel Allerton, RT @RSPCA_official: APPEAL FOR INFO: Three bald puppies were dumped at West Mount Vets in #Halifax at 5.30pm on 07/02/19 by a man in a hood,2019-02-25 20:16:57,,
,,,,,
" Food, Cars & Drugs", , RT @CBCNews: Archaeologist says the large chamber underneath Province House in Halifax isn't mentioned in any records or maps. ,2019-02-25 20:16:46,,
,,,,,
 Walk the Plank, North West England, RT @MtGstudios:  truly believe that theatre has the power to move hearts and minds... and ZARA is going to do just that. ZARA Director @,2019-02-25 20:16:11,,
,,,,,
 Volusia CtyAnimalSer," Daytona Beach, FL"," Picked  up 2/25/2019 by VCAS in the area of Yonge St/Arroyo Pkwy Ormond Beach, a  female Red/white Pitbull type dog ",2019-02-25 20:15:57,,
,,,,,
 tasha charles, Trinidad, RT @CBCCanada: Relatives arriving in Canada today to support refugee parents whose 7 children died in Halifax fire ,2019-02-25 20:15:49,,
,,,,,
 Dal FASS," Halifax, NS", Thursday-Robbie Shilliam will deliver the 2019 MacKay History Lecture! The event will also feature the poetry of Ha ,2019-02-25 20:15:17,,
,,,,,
 Andrxe9 Picard, Montrxe9al, Number of people without a family doctor who showed up to a Halifax-area ER more than tripled in five years ,2019-02-25 20:14:58,,
,,,,,
 Dawson," Halifax, England", RT @BBC_ARoadshow: It's Halifax not Venice! #AntiquesRoadshow comes from the stunningly beautiful @ThePieceHall in #Yorkshire next Sunday #,2019-02-25 20:14:46,,
,,,,,
 FAFIA AFAI," Ottawa, Ontario, Canada"," RT @FeministaCanada: ""Girls as young as 14 and 15 are often recruited by men, and in some cases, women. The offenders routinely hang around",2019-02-25 20:14:31,,
,,,,,
 Samer Majzoub, Montreal, Very #human #Canadian move by the Federal government in response to the Halifax tragic fire  that led to the lost o ,2019-02-25 20:14:24,,
,,,,,
 rena ocallaghan, , @itvMLshow We had poi have the paperwork to prove it but was knocked back by Halifax and also the ombudsman ...Not Happy,2019-02-25 20:14:06,,
,,,,,
 Chris (extra more large) Clements," Peterborough, Ontario", @CBCMeg @GarrettBarry How did I not know this? I was born in St. John's. Moved to Halifax when I was 2 because my d ,2019-02-25 20:14:05,,
,,,,,
 Sean Franxe7ois, YHZ," ""How a Halifax brewery is working to break down craft beer stereotypes""  #NSCraftBeer #GoodRobot",2019-02-25 20:13:45,,
,,,,,
 Halifax Jobs," Halifax, Nova Scotia"," Material Handler: Russell Hendrix Foodservice Equipment (Halifax, NS): ""The Material Handler fulfills a variety of ",2019-02-25 20:13:43,,
,,,,,
 ShelleyU0001f337, , @MartinSLewis we wrote in just by chance after watching one of your shows and got just over xa320000 back from the Ha ,2019-02-25 20:13:23,,
,,,,,
 Brett Bundale," Halifax, Nova Scotia, Canada", Federal official says tragic Halifax house fire could lead to changes in the national building code,2019-02-25 20:12:27,,
,,,,,
 CCBC | , Tor/Van/Mtl/Cal/Bej/Shg, #CCBC new Atlantic Chapter is seeking a Director based in #Halifax. Click the link below to view the full job des ,2019-02-25 20:12:00,,
,,,,,
 RaBeta, Medellin, Chamberlain y Halifax tuvieron una posicixf3n muy objetiva y contundente a favor del #NoALaGuerra Creyeron en las bue ,2019-02-25 20:11:36,,
,,,,,
 Politics Canadian, Canadxe1, TOAdamVaughan: RT CBCAlerts: BREAKING: Halifax MP Andy Fillmore says 'several family members' of Syrian refugee par ,2019-02-25 20:11:30,,
,,,,,
 Stiverne Avocate," Montrxe9al, Quxe9bec", Dxe9cxe8s tragique de sept enfants d mxeame famille de #rxe9fugixe9s syriens dans l de leur maison xe0 Halifax ,2019-02-25 20:11:01,,
,,,,,
 Onson Sweemey, Double Siberia," This week, on Halifax Or My Mom ",2019-02-25 20:10:27,,
,,,,,
 Little bow chic 25, Prestwich, @MartinSLewis I got ppi back from the Halifax.  Tried the other companies who all said I didn have it.U0001f914Seems ver ,2019-02-25 20:10:21,,
,,,,,
 ralph gargaro," Greater Vancouver, British Columbia", RT @CTVVancouver: Several relatives have been granted visas to help the grieving Syrian couple who lost seven children in a Halifax house f,2019-02-25 20:10:08,,
,,,,,
 APF Canada," Vancouver, BC, Canada"," Minister of International Trade Diversification @jimcarr_wpg to Discuss New #Trade Agreements, Opportunities for Ca ",2019-02-25 20:10:06,,
,,,,,
 Writers' Fed of NS," Halifax, Nova Scotia", RT @katieyingram: Interested in some of #Halifax's best literary sites? I did a roundup for @twuc's #Write magazine. Featuring places like,2019-02-25 20:10:04,,
,,,,,
 BladderCancerCanada, Canada," Kudos to BCC volunteers Kirsty, Brenda and Dorothy for spreading #bladdercancer awareness at the Halifax Seaport Fa ",2019-02-25 20:10:03,,
,,,,,
 The Canadian Hero," Alberta, Canada", RT @robinsk1971: Who will be the top fundraiser at this year Halifax Polar Plunge? The crew @hfxfire smoked the team @HfxRegPolice in 201,2019-02-25 20:09:50,,
,,,,,
 ClickASnap," Bournemouth, England", Wakefield Road Bridge over the Halifax Branch Canal ,2019-02-25 20:09:36,,
,,,,,
 ClickASnap," Bournemouth, England", Halifax Branch Canal ,2019-02-25 20:09:31,,
,,,,,
 Anik Tremblay," Saint-Hyacinthe, Quxe9bec", RT @CBCCanada: Relatives arriving in Canada today to support refugee parents whose 7 children died in Halifax fire ,2019-02-25 20:09:22,,
,,,,,
 Halifax_Groove, , @MSmithCanes Didnt RF get crapped on by Dundon for not getting a deal done to improve the team last year?,2019-02-25 20:08:48,,
,,,,,
 droidguy2332@gmail.com, , @XploreMobile new to winnipeg.   currently on eastlink from halifax.   want to change providers.   how easy is it t ,2019-02-25 20:07:38,,
,,,,,
 U0001f30aB A BellU0001f1e8U0001f1e6," New Brunswick, Canada", RT @CBCCanada: Relatives arriving in Canada today to support refugee parents whose 7 children died in Halifax fire ,2019-02-25 20:07:36,,
,,,,,
 Prep Home Staging Halifax, Halifax n.s. Canada," I received this question from a client this morning who is preparing for listing images ""How do l fold the towels?"" ",2019-02-25 20:07:34,,
,,,,,
 IEMBot BOX," Taunton, MA"," At 12:01 PM EST, Halifax [Plymouth Co, MA] AMATEUR RADIO reports NON-TSTM WND DMG. TREE BRANCH ON WIRES ON PLYMOUTH ",2019-02-25 20:07:07,,
,,,,,
 WX Halifax," Halifax, NS, Canada", Mon 16:00: Temp 0.4 C; Wind W 11 km/h; Humidity 84%; Press 98.6 kPa  rising.,2019-02-25 20:06:32,,
,,,,,
 Petworth Antiques," Petworth, W Sussex GU28 0AB", RT @BBC_ARoadshow: It's Halifax not Venice! #AntiquesRoadshow comes from the stunningly beautiful @ThePieceHall in #Yorkshire next Sunday #,2019-02-25 20:06:28,,
,,,,,
 PIC44,  Presence.," RT @MrRDPierce: Students interpreting primary source Freedmen Bureau documents of the Halifax County, NC field office via the virtual @Sm",2019-02-25 20:06:07,,
,,,,,
 Brian Mark Bowman," North West, England"," @MartinSLewis I followed your advice 18 months ago &amp; received xa39,000 back from Halifax! U0001f601 #PPI",2019-02-25 20:05:43,,
,,,,,
 Fire Extinguishers UK," England, United Kingdom", RT @swiftpat: PAT Testing from 60p  + No VAT     a FREE Quote#pontefract #ATSocialMedia #smm #lpro,2019-02-25 20:05:36,,
,,,,,
 The Star Halifax," Halifax, Nova Scotia"," Temperatures plunging to -2 C or worse in some areas hit wine grapes, strawberries, blueberries, apples, cherries a ",2019-02-25 20:05:12,,
,,,,,
 Global Knock, , Relatives arriving in Canada today to support refugee parents whose 7 children died in Halifax fire - ,2019-02-25 20:04:06,,
,,,,,
 Claudia Chender, , RT @haligonia: Halifax Regional Police is seeking the public help in locating a missing person.** Release :  htt,2019-02-25 20:03:44,,
,,,,,
 Miyoung Lee, Vancouver, Relatives arriving in Canada today to support refugee parents whose 7 children died in Halifax fire  #CBC,2019-02-25 20:03:36,,
,,,,,
 TMJ-NSC Jobs, Nova Scotia," See our latest #Halifax, NS #Insurance job opportunity and click the link in our bio to apply: Insurance Advisor at TD Bank Canada",2019-02-25 20:03:33,,
,,,,,
 Brian Hurley, Canada, Relatives arriving in Canada today to support refugee parents whose 7 children died in Halifax fire ,2019-02-25 20:03:33,,
,,,,,
 CBC Canadian News, Canada, Relatives arriving in Canada today to support refugee parents whose 7 children died in Halifax fire ,2019-02-25 20:03:22,,
,,,,,
 Amy Lynne, , RT @CBCNews: Archaeologist says the large chamber underneath Province House in Halifax isn't mentioned in any records or maps. ,2019-02-25 20:02:35,,
,,,,,
 Allan Herman," Alberta, Canada", RT @CTVVancouver: Several relatives have been granted visas to help the grieving Syrian couple who lost seven children in a Halifax house f,2019-02-25 20:02:10,,
,,,,,
 TfsNews.com, worldwide,  relatives of Kawthar Barho have obtained visitor visas and are arriving in Halifax ,2019-02-25 20:01:52,,
,,,,,
 YFM," Halifax, Nova Scotia, Canada", Start your week off on a good note with a few after work cocktails or beer at Your Father's Moustache.#YFM ,2019-02-25 20:01:41,,
,,,,,
 Joanne Benbrook, here, RT @Stillbirth2019: Doing Kallipateira proud Thank you to the @HXCourier&amp; @TogetherHousing for your support with the story. ,2019-02-25 20:01:37,,
,,,,,
 Pete's Frootique & Fine Foods, Halifax & Bedford, Stumped with what to make for dinner? We have you covered! Our Pete at Home Gourmet Takeout line is full of flavo ,2019-02-25 20:01:23,,
,,,,,
 Trimar Promo," Dartmouth, Nova Scotia, Canada", RT @halifaxchamber: Your business hard work shouldn go unnoticed. Nominations for the 2020 Halifax Business Awards begin April 2019!,2019-02-25 20:01:20,,
,,,,,
 Garland Hub," Garland, TX"," The invisible thing called a good name is made up of the breath of numbers that speak well of you.  E.F.L. Wood, Earl of Halifax",2019-02-25 20:01:15,,
,,,,,
 Merry Widow, ," RT @tleehumphrey: I remember it well, Max decided to quit before the caucus could gather, I was on the plane to Halifax for the convention",2019-02-25 20:00:58,,
,,,,,
 wrikent3500," Boutouche,NB", Canada grants visas to relatives of Barho family devastated by Halifax fire ,2019-02-25 20:00:53,,
,,,,,
 Halifax Courier," Halifax, West Yorkshire, UK", We take a look at all the regulations and price increases to on street parking and parking bays in and around ,2019-02-25 20:00:01,,
,,,,,
 bastrikdoriangray2, ," RT @HIGHVALLEY: Can't wait to play Moncton, Halifax, Fredericton &amp; St. John with these crazy dudes this week!!! ",2019-02-25 19:59:33,,
,,,,,
 Jane Ledwell," Charlottetown, PEI, Canada", RT @jenngrantmusic: Halifax shows with @SymphonyNS mar 8&amp;9 are nearly sold out. Get the last remaining tickets at  h,2019-02-25 19:59:10,,
,,,,,
 Dirt County Confederates, EVERYWHERE," RT @HIGHVALLEY: Can't wait to play Moncton, Halifax, Fredericton &amp; St. John with these crazy dudes this week!!! ",2019-02-25 19:59:08,,
,,,,,
 U0001f1e8U0001f1e6Ivan Daigle U0001f3a4, EVERYWHERE," RT @HIGHVALLEY: Can't wait to play Moncton, Halifax, Fredericton &amp; St. John with these crazy dudes this week!!! ",2019-02-25 19:59:03,,
,,,,,
 Tim, Earth, @StephenMcNeil @NEWS957  Dr. Hosein my Dr for many yrs was apparently dismissed today. Now that collectively likely ,2019-02-25 19:58:50,,
,,,,,
 LouiseWoodwardStyles," Salford , United Kingdom", RT @Stillbirth2019: Doing Kallipateira proud Thank you to the @HXCourier&amp; @TogetherHousing for your support with the story. ,2019-02-25 19:57:58,,
,,,,,
 Ian McMillan, Barnsley ," RT @Innov_Dementia: Just 2 more sleeps 'til the #GreatYorkshireDEEP @dementiavoices meet-up! We're expecting folk from Scarborough, York,",2019-02-25 19:57:29,,
,,,,,
 Lesley.parker9028@gm," Coventry, England", RT @RSPCA_official: APPEAL FOR INFO: Three bald puppies were dumped at West Mount Vets in #Halifax at 5.30pm on 07/02/19 by a man in a hood,2019-02-25 19:57:11,,
,,,,,
 el plac," Cusco, Peru", Juan Diego Gutixe9rrez mxe1s conocido como 'Guti' fue fichado por el Halifax Wanderers que participarxe1 en la Canadian P ,2019-02-25 19:57:02,,
,,,,,
 WX Halifax," Halifax, NS, Canada", Mon 15:51: Cloudy; Temp -0.3 C; Windchill -6; Wind W 26 km/h gust 57 km/h; Humidity 85%; Press 98.6 kPa  rising. ,2019-02-25 19:56:46,,
,,,,,
 Bastrik Dorian Gray, ," RT @HIGHVALLEY: Can't wait to play Moncton, Halifax, Fredericton &amp; St. John with these crazy dudes this week!!! ",2019-02-25 19:56:10,,
,,,,,
 rhea chubey, nova scoia, RT @haligonia: Halifax Regional Police is seeking the public help in locating a missing person.** Release :  htt,2019-02-25 19:56:10,,
,,,,,
 Devin Heroux," Toronto, Ontario", My media colleagues in Halifax and Sydney are stranded trying to get back to Toronto and other cities. Feeling very ,2019-02-25 19:56:02, Two hours still to kill at this airport. This worked out well on Friday so let do it again. I got a margarita. ,2019-02-25 19:50:37
,,,,,
 Square Chapel Arts Centre," Halifax, West Yorkshire, UK.", RT @HuddersExplorer: Coming to a theatre near you in #Halifax we have arranged a night out with @LABProjectPJ next Thursday to go and see t,2019-02-25 19:55:46,,
,,,,,
 Duecems32, ," @hambinooo @TwitchEsports @Halifax This is gonna be fun to watch. Also, total side note, are you going to wear the ",2019-02-25 19:55:12,,
,,,,,
 Michele Rule, Kelowna, RT @CTVVancouver: Several relatives have been granted visas to help the grieving Syrian couple who lost seven children in a Halifax house f,2019-02-25 19:55:12,,
,,,,,
 Entrevestor," Halifax, NS"," Jobs of the Week: Halifax-based @DashHudson, the fast-growing visual marketing company, has openings for a Sales De ",2019-02-25 19:55:07,,
,,,,,
 Lisa Blackburn," Halifax, NS Canada", RT @hfxgov: Main arterial streets are clear and passable. Most residential streets have been cleared and crews are addressing any remaining,2019-02-25 19:54:33,,
,,,,,
 Zohrah Zancudi," Halifax, Calderdale", RT @BBC_ARoadshow: It's Halifax not Venice! #AntiquesRoadshow comes from the stunningly beautiful @ThePieceHall in #Yorkshire next Sunday #,2019-02-25 19:54:13,,
,,,,,
 Johanne Boucher," Ottawa, Ontario", RT @CBCNews: Archaeologist says the large chamber underneath Province House in Halifax isn't mentioned in any records or maps. ,2019-02-25 19:54:13,,
,,,,,
 Dr. Atul Kapur," Ottawa, Ontario", RT @Bookmarkthecore: Hey Ottawa - take a look at this super deck from Halifax's central library consultation - full of libraries around the,2019-02-25 19:54:03,,
,,,,,
 Aqualitas," Nova Scotia, Canada"," RT @halifaxchamber: The 2019 Business Leader of the Year Bronze Winner at the Halifax Business Awards, Myrna Gillis, CEO, Aqualitas is join",2019-02-25 19:53:43,,
,,,,,
 Jay Jay C., Edmonton," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 19:53:41,,
,,,,,
 Lakeland Plant World," Dartmouth, Nova Scotia"," RT @DocksRUsHalifax: Lake house dreaming. Happy Monday, folks! #DocksRUs #Halifax ",2019-02-25 19:53:29,,
,,,,,
 HIGH VALLEY," Nashville, TN, USA"," Can't wait to play Moncton, Halifax, Fredericton &amp; St. John with these crazy dudes this week!!! ",2019-02-25 19:53:14, Teamwork makes the dream work! Massive snowbanks in #Sudbury won slow us down! The tour continues as we make our ,2019-02-25 17:37:13
,,,,,
 John Challis, HEREFORDSHIRE.UK, RT @Stillbirth2019: Doing Kallipateira proud Thank you to the @HXCourier&amp; @TogetherHousing for your support with the story. ,2019-02-25 19:53:04,,
,,,,,
 The Daily Caw," Nova Scotia, Canada", @Frank_Mag Halifax has lost one of its best musicians (and former candidate for Mayor!) - RIP Mr. Phillips.  ,2019-02-25 19:52:48,,
,,,,,
 Fandom Delicioso, Canada, RT @North_Nova: Very proud to be Canadian...Barho relatives arriving in Canada today to support grieving parents after seven children die,2019-02-25 19:52:19,,
,,,,,
